customer_id;transaction_id;line_item;article_id;article_name;model;quantity;gross_price;net_price;net_cost;date;product_group;bundle_group;supplier_id;discount_type;discount_amount;discount_percentage;discount_reason
C00027;T00035;2;B3030;nightstand;harmony;1;185.27;155.69;101.9;2017-01-31;BEDR;bed_system;S01;0;0.0;0.0;
C00027;T00036;1;L1021;coffee_table;glass;1;284.19;238.82;156.31;2017-03-27;LIVI;;S04;0;0.0;0.0;
C00028;T00037;1;B3011;mattress;premium;1;936.62;787.07;515.14;2017-05-25;BEDR;bed_system;S06;0;0.0;0.0;
C00029;T00038;1;G5011;table_lamp;modern;2;46.69;39.24;25.68;2016-08-01;LIGH;;S05;0;0.0;0.0;
C00029;T00039;1;L1030;side_table;oak;1;123.89;104.11;68.14;2016-08-13;LIVI;;S04;0;0.0;0.0;
C00029;T00039;2;L1051;rug;shaggy;1;285.13;239.61;156.82;2016-08-13;LIVI;;S05;0;0.0;0.0;
C00030;T00040;1;C7010;vase;ceramic;2;37.21;31.27;20.46;2015-10-23;DECO;;S05;0;0.0;0.0;
C00030;T00040;2;E6030;dvd_player;basic;1;66.41;55.81;36.53;2015-10-23;ELEC;;S08;0;0.0;0.0;
C00030;T00040;3;G5030;led_strip;smart;1;39.96;33.58;21.98;2015-10-23;LIGH;;S08;0;0.0;0.0;
C00030;T00041;1;S8001;dresser;harmony;1;387.89;325.96;213.34;2015-11-05;STOR;;S01;0;0.0;0.0;
C00031;T00042;1;O4020;bookshelf;oak;1;258.57;217.28;142.21;2015-07-12;OFFI;office_system;S04;0;0.0;0.0;
C00032;T00043;1;G5001;floor_lamp;luna;1;114.78;96.45;63.13;2016-01-14;LIGH;;S03;1;9.2;0.0801;M
C00032;T00044;1;O4011;office_chair;basic;1;186.89;157.05;102.79;2016-03-02;OFFI;office_system;S07;0;0.0;0.0;
C00032;T00044;2;G5010;table_lamp;luna;1;78.24;65.75;43.03;2016-03-02;LIGH;;S03;0;0.0;0.0;
C00033;T00045;1;O4020;bookshelf;oak;1;246.8;207.4;135.74;2015-10-03;OFFI;office_system;S04;0;0.0;0.0;
C00034;T00046;1;B3003;bed;kompakt;1;760.42;639.01;418.23;2015-09-26;BEDR;bed_system;S02;0;0.0;0.0;
C00034;T00046;2;B3010;mattress;comfort;1;616.22;517.83;338.92;2015-09-26;BEDR;bed_system;S06;0;0.0;0.0;
C00034;T00046;3;G5001;floor_lamp;luna;1;118.18;99.31;65.0;2015-09-26;LIGH;;S03;0;0.0;0.0;
C00035;T00047;1;S8010;cabinet;oak;1;527.91;443.62;290.35;2016-07-19;STOR;;S04;0;0.0;0.0;
C00035;T00048;1;S8010;cabinet;oak;1;536.96;451.22;295.33;2016-09-21;STOR;;S04;0;0.0;0.0;
C00035;T00049;1;L1041;ottoman;kompakt;1;162.86;136.86;89.57;2016-10-09;LIVI;;S02;0;0.0;0.0;
C00035;T00050;1;S8001;dresser;harmony;1;397.78;334.27;218.78;2016-10-21;STOR;;S01;0;0.0;0.0;
C00035;T00050;2;B3001;bed;harmony;1;1078.22;906.07;593.02;2016-10-21;BEDR;bed_system;S01;0;0.0;0.0;
C00035;T00050;3;B3010;mattress;comfort;1;611.3;513.7;336.22;2016-10-21;BEDR;bed_system;S06;0;0.0;0.0;
C00035;T00050;4;B3030;nightstand;harmony;2;170.24;143.06;93.63;2016-10-21;BEDR;bed_system;S01;0;0.0;0.0;
C00036;T00051;1;S8020;shoe_rack;compact;1;107.83;90.61;59.31;2017-01-03;STOR;;S02;0;0.0;0.0;
C00036;T00051;2;L1030;side_table;oak;1;122.04;102.55;67.12;2017-01-03;LIVI;;S04;0;0.0;0.0;
C00036;T00051;3;B3011;mattress;premium;1;896.24;753.14;492.93;2017-01-03;BEDR;bed_system;S06;0;0.0;0.0;
C00036;T00052;1;L1050;rug;berber;1;188.87;158.72;103.88;2017-02-16;LIVI;;S05;0;0.0;0.0;
C00036;T00052;2;L1003;sofa;kompakt;1;778.52;654.22;428.19;2017-02-16;LIVI;;S02;0;0.0;0.0;
C00036;T00052;3;L1020;coffee_table;oak;1;353.8;297.31;194.59;2017-02-16;LIVI;;S04;0;0.0;0.0;
C00036;T00052;4;O4030;filing_cabinet;metal;1;273.58;229.9;150.47;2017-02-16;OFFI;office_system;S07;0;0.0;0.0;
C00037;T00053;1;C7002;mirror;framed;1;175.92;147.83;96.76;2016-09-21;DECO;;S05;0;0.0;0.0;
C00037;T00053;2;B3040;wardrobe;harmony;1;1137.5;955.88;625.62;2016-09-21;BEDR;;S01;0;0.0;0.0;
C00037;T00054;1;B3031;nightstand;kompakt;1;117.79;98.99;64.79;2016-09-25;BEDR;bed_system;S02;1;13.32;0.1131;B
C00038;T00055;1;L1001;sofa;harmony;1;1196.3;1005.3;657.97;2015-11-07;LIVI;;S01;0;0.0;0.0;
C00038;T00055;2;L1021;coffee_table;glass;1;290.25;243.91;159.64;2015-11-07;LIVI;;S04;0;0.0;0.0;
C00038;T00056;1;K9020;bar_stool;oak;1;133.64;112.3;73.5;2015-12-13;KITC;kitchen_system;S04;0;0.0;0.0;
C00038;T00056;2;S8010;cabinet;oak;1;545.71;458.58;300.14;2015-12-13;STOR;;S04;0;0.0;0.0;
C00038;T00057;1;G5011;table_lamp;modern;1;46.75;39.29;25.71;2016-04-05;LIGH;;S05;0;0.0;0.0;
C00038;T00057;2;U1010;garden_table;rattan;1;298.69;251.0;164.28;2016-04-05;OUTD;garden_system;S09;2;35.77;0.1197;A
C00038;T00057;3;U1002;garden_chair;metal;2;91.61;76.99;50.39;2016-04-05;OUTD;garden_system;S09;0;0.0;0.0;
C00038;T00057;4;D2030;table_extension;oak;1;119.66;100.55;65.81;2016-04-05;DINI;dining_system;S04;0;0.0;0.0;
C00039;T00058;1;L1003;sofa;kompakt;1;823.04;691.63;452.67;2017-06-13;LIVI;;S02;0;0.0;0.0;
C00039;T00058;2;L1021;coffee_table;glass;1;271.59;228.23;149.38;2017-06-13;LIVI;;S04;0;0.0;0.0;
C00039;T00058;3;C7001;mirror;round;1;123.26;103.58;67.79;2017-06-13;DECO;;S05;0;0.0;0.0;
C00040;T00059;1;D2002;dining_table;walnut;1;1285.61;1080.35;707.09;2017-05-25;DINI;dining_system;S04;0;0.0;0.0;
C00040;T00059;2;D2031;table_extension;walnut;1;154.76;130.05;85.12;2017-05-25;DINI;dining_system;S04;0;0.0;0.0;
C00040;T00060;1;L1011;armchair;luna;1;458.77;385.52;252.32;2017-06-13;LIVI;;S03;0;0.0;0.0;
C00041;T00061;1;B3002;bed;milano;1;1551.35;1303.65;853.24;2016-07-24;BEDR;bed_system;S01;0;0.0;0.0;
C00041;T00061;2;B3020;headboard;harmony;1;277.7;233.36;152.73;2016-07-24;BEDR;bed_system;S01;0;0.0;0.0;
C00041;T00062;1;D2030;table_extension;oak;1;124.46;104.59;68.46;2017-04-01;DINI;dining_system;S04;0;0.0;0.0;
C00041;T00063;1;O4010;office_chair;ergo;1;362.86;304.92;199.57;2017-06-30;OFFI;office_system;S07;0;0.0;0.0;
C00042;T00064;1;D2011;dining_chair;fabric;2;114.9;96.55;63.19;2016-09-07;DINI;dining_system;S03;1;9.0;0.0783;B
C00042;T00065;1;O4011;office_chair;basic;1;177.9;149.49;97.84;2017-01-18;OFFI;office_system;S07;0;0.0;0.0;
C00042;T00065;2;C7020;picture_frame;wood;4;19.33;16.25;10.63;2017-01-18;DECO;;S05;0;0.0;0.0;
C00043;T00066;1;G5020;ceiling_light;modern;1;161.16;135.42;88.64;2016-11-02;LIGH;;S05;2;10.55;0.0655;K
C00043;T00066;2;B3040;wardrobe;harmony;1;1048.56;881.15;576.71;2016-11-02;BEDR;;S01;0;0.0;0.0;
C00043;T00066;3;B3010;mattress;comfort;1;572.98;481.49;315.14;2016-11-02;BEDR;bed_system;S06;0;0.0;0.0;
C00044;T00067;1;L1003;sofa;kompakt;1;792.34;665.83;435.79;2016-01-09;LIVI;;S02;0;0.0;0.0;
C00045;T00068;1;B3031;nightstand;kompakt;2;122.34;102.81;67.29;2016-07-11;BEDR;bed_system;S02;0;0.0;0.0;
C00046;T00069;1;D2002;dining_table;walnut;1;1240.2;1042.19;682.11;2016-07-21;DINI;dining_system;S04;0;0.0;0.0;
C00046;T00069;2;D2012;dining_chair;leather;6;189.23;159.02;104.08;2016-07-21;DINI;dining_system;S01;0;0.0;0.0;
C00046;T00069;3;D2030;table_extension;oak;1;113.42;95.31;62.38;2016-07-21;DINI;dining_system;S04;0;0.0;0.0;
C00047;T00070;1;O4030;filing_cabinet;metal;1;276.34;232.22;151.99;2016-01-07;OFFI;office_system;S07;1;20.84;0.0754;A
C00047;T00071;1;B3011;mattress;premium;1;942.57;792.08;518.41;2016-03-17;BEDR;bed_system;S06;0;0.0;0.0;
C00047;T00072;1;C7030;curtain;linen;1;81.36;68.37;44.75;2016-08-07;DECO;;S05;0;0.0;0.0;
C00048;T00073;1;L1002;sofa;milano;1;1766.11;1484.12;971.36;2017-05-01;LIVI;;S01;1;193.18;0.1094;A
C00048;T00073;2;L1010;armchair;harmony;1;577.66;485.43;317.71;2017-05-01;LIVI;;S01;0;0.0;0.0;
C00048;T00073;3;C7001;mirror;round;1;115.11;96.73;63.31;2017-05-01;DECO;;S05;0;0.0;0.0;
C00049;T00074;1;S8020;shoe_rack;compact;1;110.33;92.71;60.68;2015-09-30;STOR;;S02;0;0.0;0.0;
C00049;T00075;1;L1003;sofa;kompakt;1;806.65;677.86;443.66;2016-04-22;LIVI;;S02;0;0.0;0.0;
C00049;T00076;1;K9001;kitchen_table;oak;1;444.34;373.39;244.39;2016-08-16;KITC;kitchen_system;S04;0;0.0;0.0;
C00049;T00076;2;K9011;kitchen_chair;fabric;4;99.66;83.75;54.81;2016-08-16;KITC;kitchen_system;S03;0;0.0;0.0;
C00050;T00077;1;B3003;bed;kompakt;1;726.5;610.5;399.57;2016-12-05;BEDR;bed_system;S02;1;102.62;0.1413;A
C00050;T00077;2;B3011;mattress;premium;1;896.29;753.18;492.96;2016-12-05;BEDR;bed_system;S06;0;0.0;0.0;
C00050;T00077;3;B3031;nightstand;kompakt;2;117.56;98.79;64.66;2016-12-05;BEDR;bed_system;S02;0;0.0;0.0;
C00050;T00077;4;B3020;headboard;harmony;1;285.74;240.12;157.16;2016-12-05;BEDR;bed_system;S01;0;0.0;0.0;
C00050;T00078;1;C7030;curtain;linen;1;75.88;63.76;41.73;2017-06-27;DECO;;S05;1;10.36;0.1366;A
C00051;T00079;1;U1010;garden_table;rattan;1;293.59;246.72;161.48;2017-03-20;OUTD;garden_system;S09;0;0.0;0.0;
C00051;T00079;2;U1002;garden_chair;metal;2;88.19;74.11;48.51;2017-03-20;OUTD;garden_system;S09;0;0.0;0.0;
C00052;T00080;1;B3003;bed;kompakt;1;725.46;609.63;399.01;2017-02-02;BEDR;bed_system;S02;0;0.0;0.0;
C00052;T00080;2;B3010;mattress;comfort;1;597.11;501.77;328.41;2017-02-02;BEDR;bed_system;S06;0;0.0;0.0;
C00052;T00080;3;D2003;dining_table;kompakt;1;571.76;480.47;314.47;2017-02-02;DINI;dining_system;S02;0;0.0;0.0;
C00052;T00080;4;D2012;dining_chair;leather;6;202.04;169.78;111.12;2017-02-02;DINI;dining_system;S01;0;0.0;0.0;
C00052;T00080;5;L1051;rug;shaggy;1;287.36;241.48;158.05;2017-02-02;LIVI;;S05;0;0.0;0.0;
C00053;T00081;1;D2011;dining_chair;fabric;1;123.11;103.46;67.71;2015-10-07;DINI;dining_system;S03;0;0.0;0.0;
C00053;T00082;1;O4001;desk;oak;1;408.38;343.18;224.61;2015-12-04;OFFI;office_system;S04;0;0.0;0.0;
C00053;T00082;2;O4010;office_chair;ergo;1;344.51;289.5;189.48;2015-12-04;OFFI;office_system;S07;0;0.0;0.0;
C00053;T00082;3;O4020;bookshelf;oak;1;255.47;214.68;140.51;2015-12-04;OFFI;office_system;S04;0;0.0;0.0;
C00053;T00083;1;D2001;dining_table;oak;1;891.23;748.93;490.18;2016-02-07;DINI;dining_system;S04;0;0.0;0.0;
C00053;T00083;2;D2031;table_extension;walnut;1;145.2;122.02;79.86;2016-02-07;DINI;dining_system;S04;0;0.0;0.0;
C00053;T00083;3;D2020;sideboard;oak;1;671.8;564.54;369.49;2016-02-07;DINI;dining_system;S04;1;56.39;0.0839;B
C00053;T00083;4;L1050;rug;berber;1;184.24;154.83;101.33;2016-02-07;LIVI;;S05;0;0.0;0.0;
C00053;T00084;1;L1041;ottoman;kompakt;1;158.85;133.49;87.37;2016-03-26;LIVI;;S02;0;0.0;0.0;
C00053;T00084;2;K9001;kitchen_table;oak;1;450.64;378.69;247.85;2016-03-26;KITC;kitchen_system;S04;0;0.0;0.0;
C00053;T00084;3;B3040;wardrobe;harmony;1;1058.53;889.52;582.19;2016-03-26;BEDR;;S01;0;0.0;0.0;
C00054;T00085;1;D2003;dining_table;kompakt;1;596.9;501.6;328.3;2016-07-22;DINI;dining_system;S02;0;0.0;0.0;
C00054;T00085;2;D2010;dining_chair;oak;4;144.34;121.29;79.39;2016-07-22;DINI;dining_system;S04;2;24.93;0.1727;K
C00055;T00086;1;L1003;sofa;kompakt;1;775.99;652.09;426.79;2016-12-23;LIVI;;S02;1;72.79;0.0938;A
C00055;T00086;2;C7030;curtain;linen;1;75.07;63.08;41.29;2016-12-23;DECO;;S05;2;6.92;0.0921;K
C00056;T00087;1;B3003;bed;kompakt;1;746.96;627.7;410.83;2017-04-02;BEDR;bed_system;S02;2;75.75;0.1014;A
C00056;T00087;2;B3031;nightstand;kompakt;1;121.12;101.78;66.62;2017-04-02;BEDR;bed_system;S02;0;0.0;0.0;
C00056;T00087;3;G5010;table_lamp;luna;1;78.6;66.05;43.23;2017-04-02;LIGH;;S03;1;9.82;0.125;A
C00057;T00088;1;B3001;bed;harmony;1;1115.16;937.11;613.34;2017-06-24;BEDR;bed_system;S01;0;0.0;0.0;
C00057;T00088;2;O4001;desk;oak;1;395.34;332.21;217.43;2017-06-24;OFFI;office_system;S04;0;0.0;0.0;
C00058;T00089;1;D2012;dining_chair;leather;4;206.18;173.26;113.4;2016-01-05;DINI;dining_system;S01;0;0.0;0.0;
C00058;T00090;1;G5011;table_lamp;modern;1;47.23;39.69;25.98;2016-01-31;LIGH;;S05;0;0.0;0.0;
C00059;T00091;1;D2012;dining_chair;leather;4;207.68;174.52;114.22;2016-01-22;DINI;dining_system;S01;1;17.08;0.0822;M
C00059;T00091;2;B3002;bed;milano;1;1597.37;1342.33;878.56;2016-01-22;BEDR;bed_system;S01;0;0.0;0.0;
C00059;T00091;3;B3010;mattress;comfort;1;589.06;495.01;323.98;2016-01-22;BEDR;bed_system;S06;0;0.0;0.0;
C00059;T00091;4;O4030;filing_cabinet;metal;1;280.1;235.38;154.06;2016-01-22;OFFI;office_system;S07;1;37.63;0.1343;B
C00059;T00092;1;U1002;garden_chair;metal;4;88.83;74.64;48.86;2016-05-26;OUTD;garden_system;S09;0;0.0;0.0;
C00059;T00092;2;C7001;mirror;round;1;115.91;97.4;63.75;2016-05-26;DECO;;S05;0;0.0;0.0;
C00059;T00093;1;D2011;dining_chair;fabric;4;117.93;99.1;64.86;2016-10-01;DINI;dining_system;S03;0;0.0;0.0;
C00059;T00094;1;S8001;dresser;harmony;1;360.33;302.8;198.18;2016-10-20;STOR;;S01;0;0.0;0.0;
C00059;T00094;2;L1041;ottoman;kompakt;1;163.73;137.59;90.05;2016-10-20;LIVI;;S02;0;0.0;0.0;
C00060;T00095;1;L1030;side_table;oak;1;120.42;101.2;66.23;2015-12-19;LIVI;;S04;1;17.83;0.1481;B
C00060;T00096;1;L1021;coffee_table;glass;1;289.74;243.48;159.36;2016-01-25;LIVI;;S04;0;0.0;0.0;
C00060;T00096;2;D2010;dining_chair;oak;1;153.95;129.37;84.68;2016-01-25;DINI;dining_system;S04;0;0.0;0.0;
C00061;T00097;1;G5010;table_lamp;luna;1;80.8;67.9;44.44;2015-08-20;LIGH;;S03;2;7.9;0.0977;A
C00061;T00097;2;U1020;parasol;basic;1;118.1;99.25;64.96;2015-08-20;OUTD;garden_system;S09;0;0.0;0.0;
C00061;T00097;3;B3031;nightstand;kompakt;2;117.25;98.53;64.49;2015-08-20;BEDR;bed_system;S02;0;0.0;0.0;
C00062;T00098;1;E6020;speakers;stereo;1;186.04;156.33;102.32;2016-06-01;ELEC;;S08;0;0.0;0.0;
C00062;T00098;2;B3031;nightstand;kompakt;2;114.19;95.96;62.81;2016-06-01;BEDR;bed_system;S02;0;0.0;0.0;
C00063;T00099;1;C7001;mirror;round;1;120.81;101.52;66.45;2016-02-10;DECO;;S05;0;0.0;0.0;
C00064;T00100;1;O4002;desk;compact;1;255.28;214.52;140.41;2016-07-24;OFFI;office_system;S02;0;0.0;0.0;
C00064;T00100;2;O4020;bookshelf;oak;1;255.23;214.48;140.38;2016-07-24;OFFI;office_system;S04;0;0.0;0.0;
C00064;T00100;3;D2010;dining_chair;oak;2;144.82;121.69;79.65;2016-07-24;DINI;dining_system;S04;0;0.0;0.0;
C00065;T00101;1;S8001;dresser;harmony;1;397.59;334.11;218.67;2016-10-16;STOR;;S01;0;0.0;0.0;
C00066;T00102;1;D2011;dining_chair;fabric;4;122.91;103.29;67.6;2016-12-30;DINI;dining_system;S03;0;0.0;0.0;
C00066;T00102;2;O4011;office_chair;basic;1;170.53;143.3;93.79;2016-12-30;OFFI;office_system;S07;0;0.0;0.0;
C00066;T00103;1;G5001;floor_lamp;luna;1;116.15;97.6;63.88;2017-02-01;LIGH;;S03;0;0.0;0.0;
C00066;T00104;1;C7010;vase;ceramic;1;38.11;32.02;20.96;2017-03-11;DECO;;S05;0;0.0;0.0;
C00066;T00104;2;O4011;office_chair;basic;1;175.68;147.63;96.63;2017-03-11;OFFI;office_system;S07;0;0.0;0.0;
C00066;T00105;1;E6001;tv;smart55;1;772.79;649.4;425.03;2017-04-01;ELEC;;S08;1;74.96;0.097;B
C00066;T00105;2;E6010;soundbar;compact;1;248.4;208.74;136.62;2017-04-01;ELEC;;S08;1;13.9;0.0559;B
C00066;T00105;3;G5030;led_strip;smart;1;39.33;33.05;21.63;2017-04-01;LIGH;;S08;0;0.0;0.0;
C00067;T00106;1;S8010;cabinet;oak;1;541.36;454.92;297.75;2015-12-05;STOR;;S04;0;0.0;0.0;
C00067;T00107;1;D2031;table_extension;walnut;1;150.65;126.59;82.86;2016-01-08;DINI;dining_system;S04;0;0.0;0.0;
C00067;T00108;1;K9001;kitchen_table;oak;1;431.37;362.5;237.25;2016-02-02;KITC;kitchen_system;S04;0;0.0;0.0;
C00068;T00109;1;O4001;desk;oak;1;416.9;350.34;229.3;2016-05-31;OFFI;office_system;S04;0;0.0;0.0;
C00068;T00109;2;O4020;bookshelf;oak;1;256.62;215.65;141.14;2016-05-31;OFFI;office_system;S04;0;0.0;0.0;
C00069;T00110;1;O4020;bookshelf;oak;1;244.55;205.5;134.5;2016-09-25;OFFI;office_system;S04;0;0.0;0.0;
C00069;T00111;1;L1020;coffee_table;oak;1;344.07;289.13;189.24;2017-05-07;LIVI;;S04;0;0.0;0.0;
C00069;T00111;2;G5001;floor_lamp;luna;1;118.19;99.32;65.0;2017-05-07;LIGH;;S03;0;0.0;0.0;
C00070;T00112;1;B3011;mattress;premium;1;895.57;752.58;492.56;2016-04-16;BEDR;bed_system;S06;0;0.0;0.0;
C00071;T00113;1;L1041;ottoman;kompakt;1;165.8;139.33;91.19;2016-03-12;LIVI;;S02;0;0.0;0.0;
C00071;T00113;2;B3002;bed;milano;1;1626.01;1366.4;894.31;2016-03-12;BEDR;bed_system;S01;0;0.0;0.0;
C00071;T00113;3;B3010;mattress;comfort;1;625.69;525.79;344.13;2016-03-12;BEDR;bed_system;S06;0;0.0;0.0;
C00071;T00113;4;B3020;headboard;harmony;1;290.83;244.39;159.95;2016-03-12;BEDR;bed_system;S01;0;0.0;0.0;
C00072;T00114;1;L1002;sofa;milano;1;1792.84;1506.59;986.06;2016-08-08;LIVI;;S01;0;0.0;0.0;
C00072;T00114;2;L1051;rug;shaggy;1;307.57;258.46;169.16;2016-08-08;LIVI;;S05;0;0.0;0.0;
C00072;T00114;3;B3031;nightstand;kompakt;2;117.49;98.73;64.62;2016-08-08;BEDR;bed_system;S02;0;0.0;0.0;
C00073;T00115;1;K9011;kitchen_chair;fabric;4;102.74;86.34;56.51;2015-08-12;KITC;kitchen_system;S03;0;0.0;0.0;
C00073;T00115;2;C7030;curtain;linen;1;75.85;63.74;41.72;2015-08-12;DECO;;S05;0;0.0;0.0;
